,director,director_gender,actor1,actor1_gender,actor2,actor2_gender,actor3,actor3_gender
2805,Ernest R. Dickerson,2.0,Omar Epps,2.0,Tupac Amaru Shakur,2.0,Khalil Kain,2.0
2806,Blake Edwards,2.0,Peter Sellers,2.0,Andrew Sachs,2.0,Herbert Lom,2.0
2807,Garry Marshall,2.0,Goldie Hawn,1.0,Kurt Russell,2.0,Edward Herrmann,2.0
2808,Fred Schepisi,2.0,Steve Martin,2.0,Daryl Hannah,1.0,Rick Rossovich,0.0
2809,David Salle,2.0,John Turturro,2.0,Christopher Walken,2.0,Ethan Hawke,2.0
2810,Walter Hill,2.0,Charles Bronson,2.0,James Coburn,2.0,Jill Ireland,1.0
2811,Nick Castle,2.0,Lance Guest,2.0,Catherine Mary Stewart,1.0,Suzanne Snyder,1.0
2812,Marvin J. Chomsky,0.0,James Garner,2.0,Shirley Jones,1.0,C. Thomas Howell,2.0
2813,Sam Raimi,2.0,Tobey Maguire,2.0,Kirsten Dunst,1.0,James Franco,2.0
2814,Richard Linklater,2.0,Ethan Hawke,2.0,Julie Delpy,1.0,Vernon Dobtcheff,2.0
2815,Pieter Jan Brugge,2.0,Robert Redford,2.0,Helen Mirren,1.0,Willem Dafoe,2.0
2816,Antoine Fuqua,2.0,Clive Owen,2.0,Ioan Gruffudd,2.0,Keira Knightley,1.0
2817,Adam McKay,2.0,Will Ferrell,2.0,Christina Applegate,1.0,Paul Rudd,2.0
2818,Mark Rosman,2.0,Hilary Duff,1.0,Jennifer Coolidge,1.0,Chad Michael Murray,2.0
2819,Alex Proyas,2.0,Will Smith,2.0,Bridget Moynahan,1.0,Alan Tudyk,2.0
2820,David Greene,2.0,Charlton Heston,2.0,David Carradine,2.0,Stacy Keach,2.0
2821,John Ford,0.0,Carroll Baker,1.0,Lee J. Cobb,2.0,Henry Fonda,2.0
2822,Paul Greengrass,2.0,Matt Damon,2.0,Franka Potente,1.0,Brian Cox,2.0
2823,Pitof,2.0,Halle Berry,1.0,Benjamin Bratt,2.0,Sharon Stone,1.0
2824,Michael Mayer,2.0,Colin Farrell,2.0,Dallas Roberts,0.0,Robin Wright,1.0
2825,Bob Rafelson,2.0,Jeff Bridges,2.0,Sally Field,1.0,Arnold Schwarzenegger,2.0
2826,Edward Dmytryk,0.0,Sean Connery,2.0,Brigitte Bardot,1.0,Jack Hawkins,2.0
2827,Paul Schrader,0.0,Christopher Walken,2.0,Rupert Everett,2.0,Natasha Richardson,1.0
2828,Ken Annakin,2.0,Tami Erin,0.0,David Seaman,0.0,Cory Crow,0.0
2829,Rod Daniel,0.0,Joe Pesci,2.0,Vincent Gardenia,2.0,Madolyn Smith Osborne,1.0
2830,John Herzfeld,2.0,John Travolta,2.0,Olivia Newton-John,1.0,Charles Durning,2.0
2831,John Hough,2.0,Neil Dickson,2.0,Alex Hyde-White,0.0,Fiona Hutchison,1.0
2832,Jonathan Frakes,2.0,Brady Corbet,2.0,Soren Fulton,2.0,Debora Weston,1.0
2833,M. Night Shyamalan,2.0,Bryce Dallas Howard,1.0,Joaquin Phoenix,2.0,Adrien Brody,2.0
2834,Zach Braff,2.0,Zach Braff,2.0,Natalie Portman,1.0,Ian Holm,2.0
2835,Michael Mann,2.0,Tom Cruise,2.0,Jamie Foxx,2.0,Jada Pinkett Smith,1.0
2836,Nick Hurran,2.0,Brittany Murphy,1.0,Holly Hunter,1.0,Kathy Bates,1.0
2837,Alexandre Rockwell,2.0,Steve Buscemi,2.0,Seymour Cassel,2.0,Jennifer Beals,1.0
2838,Danny Leiner,2.0,John Cho,2.0,Kal Penn,2.0,Paula Garcés,1.0
2839,Garry Marshall,2.0,Anne Hathaway,1.0,Julie Andrews,1.0,Héctor Elizondo,2.0
2840,Paul W.S. Anderson,2.0,Sanaa Lathan,1.0,Raoul Bova,2.0,Ewen Bremner,2.0
2841,Hatsuki Tsuji,0.0,,,,,,
2842,John Curran,2.0,Mark Ruffalo,2.0,Laura Dern,1.0,Peter Krause,2.0
2843,Steven Brill,2.0,Seth Green,2.0,Matthew Lillard,2.0,Dax Shepard,2.0
2844,Renny Harlin,2.0,Stellan Skarsgård,2.0,Izabella Scorupco,1.0,James D'Arcy,2.0
2845,Norman Taurog,2.0,Elvis Presley,2.0,Anette Day,0.0,John Williams,2.0
2846,Jeremy Kagan,2.0,Jackie Gleason,2.0,Mac Davis,2.0,Teri Garr,1.0
2847,Dwight H. Little,0.0,Johnny Messner,2.0,KaDee Strickland,1.0,Matthew Marsden,2.0
2848,E. Elias Merhige,0.0,Carrie-Anne Moss,1.0,Aaron Eckhart,2.0,Ben Kingsley,2.0
2849,Mira Nair,1.0,Reese Witherspoon,1.0,James Purefoy,2.0,Jonathan Rhys Meyers,2.0
2850,Paul Abascal,2.0,Cole Hauser,2.0,Robin Tunney,1.0,Dennis Farina,2.0
2851,Paul McGuigan,0.0,Josh Hartnett,2.0,Rose Byrne,1.0,Matthew Lillard,2.0
2852,Paul Rodríguez,2.0,Paul Rodríguez,2.0,Gerardo Mejía,2.0,Jonathan Hernandez,0.0
2853,Robert Harmon,2.0,Jim Caviezel,2.0,Rhona Mitra,1.0,Frankie Faison,2.0
2854,Prince,2.0,Prince,2.0,Kristin Scott Thomas,1.0,Jerome Benton,2.0
2855,Kevin Tenney,0.0,Cathy Podewell,0.0,Alvin Alexis,0.0,Amelia Kinkade,0.0
2856,Bob Clark,2.0,Jon Voight,2.0,Scott Baio,2.0,Vanessa Angel,1.0
2857,David R. Ellis,2.0,Chris Evans,2.0,Kim Basinger,1.0,Jason Statham,2.0
2858,Alexander Witt,2.0,Milla Jovovich,1.0,Sienna Guillory,1.0,Oded Fehr,2.0
2859,Charles Stone III,2.0,Bernie Mac,2.0,Angela Bassett,1.0,Michael Rispoli,2.0
2860,Kerry Conran,2.0,Jude Law,2.0,Gwyneth Paltrow,1.0,Giovanni Ribisi,2.0
2861,Richard Loncraine,2.0,Kirsten Dunst,1.0,Paul Bettany,2.0,Sam Neill,2.0
2862,Joseph Ruben,2.0,Julianne Moore,1.0,Anthony Edwards,2.0,Jessica Hecht,1.0
2863,John Waters,2.0,Tracey Ullman,0.0,Johnny Knoxville,2.0,Selma Blair,1.0
2864,Edgar Wright,2.0,Simon Pegg,2.0,Nick Frost,2.0,Kate Ashfield,1.0
2865,Sidney Lumet,2.0,Albert Finney,0.0,Lauren Bacall,1.0,Martin Balsam,2.0
2866,Peter Bogdanovich,2.0,Cher,1.0,Sam Elliott,2.0,Eric Stoltz,2.0
2867,Henry King,2.0,Tyrone Power,2.0,Alice Faye,1.0,Don Ameche,2.0
2868,Charles Jarrott,2.0,Elliott Gould,2.0,Geneviève Bujold,0.0,Ricky Schroder,0.0
2869,Michael Anderson,2.0,Richard Harris,2.0,Charlotte Rampling,1.0,Will Sampson,2.0
2870,Ridley Scott,2.0,Gérard Depardieu,2.0,Armand Assante,2.0,Sigourney Weaver,1.0
2871,Vicky Jenson,1.0,Will Smith,2.0,Robert De Niro,2.0,Renée Zellweger,1.0
2872,Jay Russell,2.0,Joaquin Phoenix,2.0,John Travolta,2.0,Jacinda Barrett,1.0
2873,Sean McNamara,2.0,Hilary Duff,1.0,Oliver James,2.0,David Keith,2.0
2874,Shane Carruth,2.0,Shane Carruth,2.0,David Sullivan,2.0,Casey Gooden,0.0
2875,Richard Eyre,2.0,Claire Danes,1.0,Billy Crudup,2.0,Derek Hutchinson,2.0
2876,Peter Chelsom,2.0,Richard Gere,2.0,Jennifer Lopez,1.0,Susan Sarandon,1.0
2877,Trey Parker,2.0,Trey Parker,2.0,Matt Stone,2.0,Kristen Miller,1.0
2878,Paul Bartel,2.0,David Carradine,2.0,Bill McKinney,0.0,Veronica Hamel,1.0
2879,Robert Lieberman,2.0,Harley Jane Kozak,1.0,Jamey Sheridan,2.0,Thora Birch,1.0
2880,Peter Berg,2.0,Billy Bob Thornton,2.0,Lucas Black,2.0,Garrett Hedlund,2.0
2881,Jonathan Caouette,2.0,Renee Leblanc,0.0,Adolph Davis,0.0,Jonathan Caouette,2.0
2882,Omar Naim,0.0,Robin Williams,2.0,Mira Sorvino,1.0,Jim Caviezel,2.0
2883,Mike Mitchell,2.0,Ben Affleck,2.0,James Gandolfini,2.0,Christina Applegate,1.0
2884,Takashi Shimizu,2.0,Sarah Michelle Gellar,1.0,Jason Behr,2.0,Clea DuVall,1.0
2885,Alexander Payne,0.0,Paul Giamatti,2.0,Thomas Haden Church,2.0,Virginia Madsen,1.0
2886,Brad Anderson,2.0,Christian Bale,2.0,Jennifer Jason Leigh,1.0,Aitana Sánchez-Gijón,1.0
2887,David Gordon Green,2.0,Jamie Bell,2.0,Kristen Stewart,1.0,Robert Longstreet,2.0
2888,James Wan,2.0,Cary Elwes,2.0,Danny Glover,2.0,Monica Potter,1.0
2889,Taylor Hackford,0.0,Jamie Foxx,2.0,Kerry Washington,1.0,Regina King,1.0
2890,Brad Bird,2.0,Craig T. Nelson,2.0,Holly Hunter,1.0,Samuel L. Jackson,2.0
2891,Robert Zemeckis,2.0,Tom Hanks,2.0,Michael Jeter,2.0,Nona Gaye,1.0
2892,Don Mancini,2.0,Brad Dourif,2.0,Jennifer Tilly,1.0,Billy Boyd,2.0
2893,Brett Ratner,2.0,Pierce Brosnan,2.0,Salma Hayek,1.0,Woody Harrelson,2.0
2894,Beeban Kidron,1.0,Renée Zellweger,1.0,Hugh Grant,2.0,Colin Firth,2.0
2895,Marc Forster,2.0,Johnny Depp,2.0,Kate Winslet,1.0,Julie Christie,1.0
2896,Jon Turteltaub,2.0,Nicolas Cage,2.0,Diane Kruger,1.0,Justin Bartha,2.0
2897,Stephen Hillenburg,2.0,Tom Kenny,2.0,Clancy Brown,2.0,Rodger Bumpass,2.0
2898,Oliver Stone,2.0,Colin Farrell,2.0,Angelina Jolie,1.0,Val Kilmer,2.0
2899,Mike Nichols,2.0,Julia Roberts,1.0,Jude Law,2.0,Natalie Portman,1.0
2900,Steven Soderbergh,2.0,George Clooney,2.0,Brad Pitt,2.0,Catherine Zeta-Jones,1.0
2901,David S. Goyer,2.0,Wesley Snipes,2.0,Kris Kristofferson,2.0,Dominic Purcell,2.0
2902,Jerry Lewis,2.0,Jerry Lewis,2.0,Alex Gerry,0.0,Milton Berle,2.0
2903,Frank Tashlin,2.0,Jerry Lewis,2.0,Ed Wynn,2.0,Judith Anderson,1.0
2904,Reverge Anselmo,0.0,Rachael Leigh Cook,1.0,Jonathan Tucker,2.0,Agnes Bruckner,1.0
2905,Simon Wincer,0.0,Mary Beth Hurt,1.0,Michael McKean,2.0,Barret Oliver,2.0
2906,Robert Lieberman,2.0,D. B. Sweeney,2.0,Robert Patrick,2.0,Craig Sheffer,2.0
2907,Jehane Noujaim,1.0,Samir Khader,0.0,Josh Rushing,0.0,George W. Bush,2.0
2908,Cecil B. DeMille,2.0,Fannie Ward,1.0,Jack Dean,2.0,Sessue Hayakawa,2.0
2909,King Vidor,2.0,John Gilbert,2.0,Renée Adorée,1.0,Hobart Bosworth,2.0
2910,Lowell Sherman,0.0,Mae West,0.0,Cary Grant,2.0,Owen Moore,2.0
2911,John Ford,0.0,Victor McLaglen,2.0,Heather Angel,0.0,Preston Foster,2.0
2912,Jack Conway,2.0,Clark Gable,2.0,Spencer Tracy,2.0,Claudette Colbert,1.0
2913,Victor Fleming,0.0,Spencer Tracy,2.0,Irene Dunne,1.0,Van Johnson,2.0
2914,John Ford,0.0,John Wayne,2.0,Pedro Armendáriz,2.0,"Harry Carey, Jr.",2.0
2915,John Ford,0.0,John Wayne,2.0,Henry Fonda,2.0,Shirley Temple,0.0
2916,Vincente Minnelli,2.0,Judy Garland,1.0,Gene Kelly,2.0,Walter Slezak,2.0
2917,George Sidney,2.0,Betty Hutton,1.0,Howard Keel,2.0,Louis Calhern,2.0
2918,Fred Zinnemann,0.0,Audrey Hepburn,0.0,Peter Finch,2.0,Peggy Ashcroft,1.0
2919,Morton DaCosta,0.0,Robert Preston,2.0,Shirley Jones,1.0,Buddy Hackett,2.0
2920,Terence Fisher,2.0,Christopher Lee,2.0,Barbara Shelley,1.0,Andrew Keir,2.0
2921,John Frankenheimer,2.0,Burt Lancaster,2.0,Paul Scofield,2.0,Jeanne Moreau,1.0
2922,John Boorman,2.0,Lee Marvin,2.0,Angie Dickinson,1.0,Keenan Wynn,2.0
2923,Burt Kennedy,2.0,John Wayne,2.0,Kirk Douglas,2.0,Howard Keel,2.0
2924,Michelangelo Antonioni,2.0,Mark Frechette,2.0,Daria Halprin,0.0,Paul Fix,2.0
2925,Melvin Van Peebles,0.0,Simon Chuckster,0.0,Melvin Van Peebles,0.0,Hubert Scales,0.0
2926,Dick Richards,0.0,Robert Mitchum,2.0,Charlotte Rampling,1.0,Sylvia Miles,1.0
2927,John Frankenheimer,2.0,Gene Hackman,2.0,Fernando Rey,2.0,Bernard Fresson,2.0
2928,George Roy Hill,2.0,Robert Redford,2.0,Susan Sarandon,1.0,Geoffrey Lewis,2.0
2929,Arthur Hiller,2.0,Gene Wilder,2.0,Jill Clayburgh,1.0,Richard Pryor,2.0
2930,Mel Brooks,2.0,Mel Brooks,2.0,Madeline Kahn,1.0,Cloris Leachman,1.0
2931,William Friedkin,0.0,Roy Scheider,2.0,Bruno Cremer,2.0,Francisco Rabal,0.0
2932,Stan Dragoti,2.0,George Hamilton,2.0,Susan Saint James,1.0,Richard Benjamin,2.0
2933,John Badham,2.0,Roy Scheider,2.0,Warren Oates,2.0,Candy Clark,1.0
2934,Wilford Leach,2.0,Kevin Kline,2.0,Angela Lansbury,1.0,Linda Ronstadt,1.0
2935,Francis Ford Coppola,2.0,Matt Dillon,2.0,Mickey Rourke,2.0,Diane Lane,1.0
2936,Bob Fosse,0.0,Mariel Hemingway,1.0,Eric Roberts,2.0,Cliff Robertson,0.0
2937,Michael Laughlin,2.0,Paul Le Mat,2.0,Nancy Allen,1.0,Diana Scarwid,1.0
2938,Steven Spielberg,2.0,Albert Brooks,2.0,Vic Morrow,2.0,John Larroquette,2.0
2939,Mel Damski,2.0,Graham Chapman,2.0,Martin Hewitt,2.0,Eric Idle,2.0
2940,Charles Shyer,2.0,Ryan O'Neal,2.0,Shelley Long,1.0,Drew Barrymore,1.0
2941,Richard Benjamin,2.0,Sean Penn,2.0,Nicolas Cage,2.0,Elizabeth McGovern,1.0
2942,Paul Schrader,0.0,Ken Ogata,2.0,Gô Rijû,0.0,Masato Aizawa,0.0
2943,Taylor Hackford,0.0,Mikhail Baryshnikov,2.0,Gregory Hines,2.0,Jerzy Skolimowski,2.0
2944,Harold Ramis,2.0,Robin Williams,2.0,Peter O'Toole,2.0,Rick Moranis,2.0
2945,Alan Johnson,2.0,Richard Jordan,2.0,Jami Gertz,1.0,Jason Patric,2.0
2946,John Carpenter,2.0,Donald Pleasence,2.0,Lisa Blount,1.0,Victor Wong,2.0
2947,Renny Harlin,2.0,Viggo Mortensen,2.0,Chelsea Field,1.0,Lane Smith,2.0
2948,John Waters,2.0,Johnny Depp,2.0,Amy Locane,1.0,Polly Bergen,1.0
2949,Richard Benjamin,2.0,Anthony Edwards,2.0,Forest Whitaker,2.0,Penelope Ann Miller,1.0
2950,Frank Henenlotter,0.0,James Lorinz,2.0,Patty Mullen,0.0,Joanne Ritchie,0.0
2951,Sidney Poitier,2.0,Bill Cosby,2.0,Kimberly Russell,1.0,Denise Nicholas,1.0
2952,Bruce Malmuth,2.0,Steven Seagal,2.0,Kelly LeBrock,1.0,William Sadler,2.0
2953,Sydney Pollack,2.0,Robert Redford,2.0,Lena Olin,1.0,Alan Arkin,2.0
2954,Sheldon Lettich,2.0,Jean-Claude Van Damme,2.0,Harrison Page,2.0,Deborah Rennard,1.0
2955,Ken Loach,2.0,Robert Carlyle,2.0,Emer McCourt,0.0,George Moss,2.0
2956,Radha Bharadwaj,0.0,Alan Rickman,2.0,Madeleine Stowe,1.0,,
2957,Peter Faiman,2.0,Ed O'Neill,2.0,Ethan Embry,2.0,JoBeth Williams,1.0
2958,Stewart Raffill,2.0,Kristy Swanson,1.0,William Ragsdale,2.0,Meshach Taylor,2.0
2959,John Flynn,2.0,Steven Seagal,2.0,William Forsythe,2.0,Jerry Orbach,2.0
2960,Peter Greenaway,2.0,John Gielgud,2.0,Michael Clark,2.0,Michel Blanc,2.0
2961,Jeffrey Hornaday,2.0,John Travolta,2.0,Jamie Walters,2.0,Heather Graham,1.0
2962,Michael Ritchie,2.0,James Woods,2.0,"Louis Gossett, Jr.",2.0,Bruce Dern,1.0
2963,Arne Glimcher,0.0,Antonio Banderas,2.0,Armand Assante,2.0,Cathy Moriarty,1.0
2964,David Seltzer,2.0,Michael Douglas,2.0,Melanie Griffith,1.0,Liam Neeson,2.0
2965,Corey Yuen Kwai,0.0,Jet Li,2.0,Michelle Reis,0.0,Josephine Siao,0.0
2966,Stuart Gordon,2.0,Christopher Lambert,2.0,Kurtwood Smith,2.0,Loryn Locklin,1.0
2967,Billy Weber,2.0,Jacob Tierney,2.0,Noah Fleiss,2.0,Martha Plimpton,1.0
2968,Warren Leight,0.0,Matthew Broderick,2.0,Annabella Sciorra,1.0,Jeanne Tripplehorn,1.0
2969,Robert Young,2.0,Eric Idle,2.0,Rick Moranis,2.0,Barbara Hershey,1.0
2970,Gordon Chan,0.0,Jet Li,2.0,Shinobu Nakayama,1.0,Chin Siu Ho,0.0
2971,David S. Ward,2.0,Charlie Sheen,2.0,Tom Berenger,2.0,Corbin Bernsen,2.0
2972,Kirby Dick,2.0,Bob Flanagan,0.0,Kirby Dick,2.0,Kathe Burkhart,0.0
2973,Graham Baker,2.0,Christopher Lambert,2.0,Rhona Mitra,1.0,Oliver Cotton,2.0
2974,Nettie Wild,0.0,Subcommandante Marcos,0.0,,,,
2975,Richard Rich,2.0,Jason Alexander,2.0,Mary Steenburgen,1.0,Reese Witherspoon,1.0
2976,Marcus Adams,2.0,Joe Absolom,2.0,Lara Belmont,1.0,Melanie Gutteridge,1.0
2977,Farhan Akhtar,2.0,Aamir Khan,2.0,Saif Ali Khan,2.0,Akshaye Khanna,2.0
2978,Gillies MacKinnon,2.0,Molly Parker,1.0,Harry Eden,2.0,Keira Knightley,1.0
2979,Peter Hyams,2.0,Heike Makatsch,1.0,Armin Rohde,2.0,David Oyelowo,2.0
2980,Brad Silberling,0.0,Jim Carrey,2.0,Meryl Streep,1.0,Jude Law,2.0
2981,John Boorman,2.0,Samuel L. Jackson,2.0,Juliette Binoche,1.0,Brendan Gleeson,2.0
2982,William Phillips,2.0,Ryan Reynolds,2.0,Kristin Booth,1.0,Joris Jarsky,2.0
2983,John Maybury,2.0,Adrien Brody,2.0,Keira Knightley,1.0,Kris Kristofferson,2.0
2984,Danny Boyle,2.0,Alexander Nathan Etel,2.0,Lewis McGibbon,0.0,James Nesbitt,2.0
2985,James L. Brooks,2.0,Adam Sandler,2.0,Téa Leoni,1.0,Paz Vega,1.0
2986,Sydney Pollack,2.0,Nicole Kidman,1.0,Sean Penn,2.0,Catherine Keener,1.0
2987,Chris Kentis,2.0,Blanchard Ryan,1.0,Daniel Travis,2.0,Saul Stein,2.0
2988,Matthew Vaughn,2.0,Daniel Craig,2.0,Tom Hardy,2.0,Colm Meaney,2.0
2989,John Moore,2.0,Dennis Quaid,2.0,Tyrese Gibson,2.0,Giovanni Ribisi,2.0
2990,Jacob Aaron Estes,0.0,Rory Culkin,2.0,Scott Mechlowicz,2.0,Trevor Morgan,2.0
2991,Hideo Nakata,2.0,Naomi Watts,1.0,Simon Baker,2.0,Elizabeth Perkins,1.0
2992,Philip Saville,2.0,Christopher Plummer,2.0,Henry Ian Cusick,2.0,Stuart Bunce,2.0
2993,Mark Achbar,2.0,Jane Akre,0.0,Ray Anderson,0.0,Maude Barlow,0.0
2994,Spike Lee,2.0,John Turturro,2.0,Woody Harrelson,2.0,Anthony Mackie,2.0
2995,Zana Briski,0.0,Zana Briski,0.0,Avijit,0.0,Geeta Masi,0.0
2996,Ondi Timoner,1.0,Anton Newcombe,0.0,Courtney Taylor-Taylor,0.0,Joel Gion,0.0
2997,Stacy Peralta,2.0,Jeff Clark,0.0,Darrick Doerner,2.0,Laird Hamilton,0.0
2998,William Arntz,2.0,Marlee Matlin,1.0,Elaine Hendrix,0.0,Robert Blanche,2.0
2999,Richard Linklater,2.0,Keanu Reeves,2.0,Winona Ryder,1.0,Woody Harrelson,2.0
3000,Clint Eastwood,2.0,Clint Eastwood,2.0,Hilary Swank,1.0,Morgan Freeman,2.0
3001,Terry George,2.0,Don Cheadle,2.0,Sophie Okonedo,1.0,Nick Nolte,2.0
3002,Tim Burton,2.0,Johnny Depp,2.0,Freddie Highmore,2.0,David Kelly,2.0
3003,Wes Anderson,2.0,Bill Murray,2.0,Anjelica Huston,1.0,Cate Blanchett,1.0
3004,Nicole Kassell,1.0,Kevin Bacon,2.0,David Alan Grier,2.0,Kyra Sedgwick,1.0
3005,Jay Roach,2.0,Ben Stiller,2.0,Teri Polo,1.0,Robert De Niro,2.0
3006,Niels Mueller,0.0,Sean Penn,2.0,Naomi Watts,1.0,Don Cheadle,2.0
3007,Shainee Gabel,0.0,John Travolta,2.0,Scarlett Johansson,1.0,Gabriel Macht,2.0
3008,Geoffrey Sax,2.0,Michael Keaton,2.0,Chandra West,1.0,Deborah Kara Unger,1.0
3009,Walter Bernstein,2.0,Walter Matthau,2.0,Julie Andrews,1.0,Tony Curtis,2.0
3010,Lynne Littman,0.0,Jane Alexander,1.0,William Devane,2.0,Kevin Costner,2.0
3011,James Whale,2.0,Ben Lyon,2.0,James Hall,2.0,Jean Harlow,1.0
3012,Jack Fisk,2.0,Beverly D'Angelo,1.0,Beau Bridges,2.0,Tess Harper,1.0
3013,Howard Hawks,0.0,Gary Cooper,2.0,Walter Brennan,2.0,Joan Leslie,1.0
3014,Michael J. Bassett,2.0,Jamie Bell,2.0,Rúaidhrí Conroy,0.0,Mike Downey,2.0
3015,Ralph Bakshi,2.0,Bob Holt,2.0,Jesse Welles,1.0,Richard Romanus,2.0
3016,Rob Bowman,2.0,Jennifer Garner,1.0,Goran Visnjic,2.0,Will Yun Lee,2.0
3017,Frederik Du Chau,2.0,Frankie Muniz,2.0,Mandy Moore,1.0,Hayden Panettiere,1.0
3018,Thomas Carter,2.0,Samuel L. Jackson,2.0,Rob Brown,2.0,Robert Ri'chard,2.0
3019,Sylvio Tabet,0.0,Marc Singer,2.0,Kari Wuhrer,1.0,Sarah Douglas,1.0
3020,Brian Levant,2.0,Ice Cube,2.0,Nia Long,1.0,Aleisha Allen,1.0
3021,John Polson,2.0,Robert De Niro,2.0,Dakota Fanning,1.0,Famke Janssen,1.0
3022,Stephen T. Kay,2.0,Emily Deschanel,1.0,Barry Watson,2.0,Skye McCole Bartusiak,1.0
3023,Clare Kilner,1.0,Debra Messing,1.0,Dermot Mulroney,2.0,Amy Adams,1.0
3024,James Yukich,2.0,Robert Patrick,2.0,Mark Dacascos,2.0,Scott Wolf,2.0
3025,Stewart Raffill,2.0,Jade Calegory,2.0,Lauren Stanley,0.0,Christine Ebersole,1.0
3026,Simon Callow,2.0,Vanessa Redgrave,1.0,Keith Carradine,2.0,Cork Hubbert,2.0
3027,Nicholas Meyer,2.0,Pierce Brosnan,2.0,Shashi Kapoor,2.0,Saeed Jaffrey,2.0
3028,Andy Tennant,2.0,Will Smith,2.0,Eva Mendes,1.0,Kevin James,2.0
3029,Fenton Bailey,2.0,Dennis Hopper,2.0,Peter Bart,2.0,Warren Beatty,2.0
3030,Francis Lawrence,2.0,Keanu Reeves,2.0,Rachel Weisz,1.0,Shia LaBeouf,2.0
3031,Wayne Wang,0.0,Jeff Daniels,2.0,AnnaSophia Robb,1.0,Cicely Tyson,1.0
3032,Richard Marquand,2.0,Karen Allen,1.0,Thierry Lhermitte,2.0,Christopher Cazenove,2.0
3033,Cecil B. DeMille,2.0,Hedy Lamarr,1.0,Victor Mature,2.0,Angela Lansbury,1.0
3034,Corey Yuen Kwai,0.0,Kurt McKinney,2.0,Jean-Claude Van Damme,2.0,J.W. Fails,0.0
3035,Manny Coto,2.0,Larry Drake,2.0,Holly Marie Combs,1.0,Cliff DeYoung,0.0
3036,Wes Craven,2.0,Portia de Rossi,1.0,Christina Ricci,1.0,Jesse Eisenberg,2.0
3037,Adam Shankman,2.0,Vin Diesel,2.0,Lauren Graham,1.0,Faith Ford,1.0
3038,F. Gary Gray,2.0,John Travolta,2.0,Uma Thurman,1.0,Vince Vaughn,2.0
3039,Florent-Emilio Siri,0.0,Bruce Willis,2.0,Kevin Pollak,2.0,Jimmy Bennett,2.0
3040,Chris Wedge,2.0,Robin Williams,2.0,Ewan McGregor,2.0,Halle Berry,1.0
3041,Morgan Freeman,2.0,Danny Glover,2.0,Malcolm McDowell,2.0,Alfre Woodard,1.0
3042,Charles Grosvenor,2.0,Michael Crawford,2.0,Ben Vereen,2.0,Ellen Blain,1.0
3043,Sebastián Cordero,0.0,John Leguizamo,2.0,Damián Alcázar,2.0,Leonor Watling,1.0
3044,John Wayne,2.0,John Wayne,2.0,David Janssen,2.0,George Takei,0.0
3045,Tim Fywell,0.0,Michelle Trachtenberg,1.0,Joan Cusack,1.0,Amy Stewart,1.0
3046,Woody Allen,2.0,Chiwetel Ejiofor,2.0,Will Ferrell,2.0,Jonny Lee Miller,2.0
3047,Kevin Rodney Sullivan,2.0,Bernie Mac,2.0,Ashton Kutcher,2.0,Zoe Saldana,1.0
3048,Sylvester Stallone,2.0,Sylvester Stallone,2.0,Lee Canalito,2.0,Armand Assante,2.0
3049,Michael Schultz,2.0,Kimberly Elise,1.0,Loretta Devine,1.0,Debbi Morgan,1.0
3050,William Dear,2.0,Richard Grieco,2.0,Gabrielle Anwar,1.0,Roger Rees,2.0
3051,Jonathan Lynn,2.0,Michael J. Fox,2.0,Kirk Douglas,2.0,Nancy Travis,1.0
3052,Alex Cox,0.0,Ed Harris,2.0,Richard Masur,2.0,Rene Assa,0.0
3053,Rebecca Miller,1.0,Daniel Day-Lewis,2.0,Camilla Belle,1.0,Catherine Keener,1.0
3054,Robert Rodriguez,2.0,Jessica Alba,1.0,Devon Aoki,1.0,Clive Owen,2.0
3055,Bille Woodruff,0.0,Queen Latifah,1.0,Alicia Silverstone,0.0,Andie MacDowell,1.0
3056,Bob Clark,2.0,Sylvester Stallone,2.0,Dolly Parton,1.0,Richard Farnsworth,2.0
3057,Gary Preisler,0.0,Will Friedle,2.0,Chris Owen,2.0,Louise Lasser,1.0
3058,Derek Jarman,0.0,Nigel Terry,2.0,Derek Jarman,0.0,Tilda Swinton,1.0
3059,George Roy Hill,2.0,Julie Andrews,1.0,Max von Sydow,2.0,Richard Harris,2.0
3060,Henry King,2.0,Charles Coburn,2.0,Alexander Knox,2.0,Geraldine Fitzgerald,1.0
3061,Garth Jennings,2.0,Martin Freeman,2.0,Zooey Deschanel,1.0,Sam Rockwell,2.0
3062,Clint Eastwood,2.0,Clint Eastwood,2.0,George Kennedy,2.0,Vonetta McGee,1.0
3063,Robert Aldrich,2.0,Gene Wilder,2.0,Harrison Ford,2.0,Ramon Bieri,2.0
3064,Damon Dash,2.0,Beanie Sigel,2.0,Noreaga,0.0,Damon Dash,2.0
3065,Rosario Roveto Jr.,0.0,Vincent Pagano,2.0,Victoria Rowell,1.0,Mike Pagano,2.0
3066,Nigel Cole,2.0,Ashton Kutcher,2.0,Amanda Peet,1.0,Aimee Garcia,1.0
3067,Lee Tamahori,2.0,Ice Cube,2.0,Samuel L. Jackson,2.0,Willem Dafoe,2.0
3068,Ridley Scott,2.0,Orlando Bloom,2.0,Eva Green,1.0,Jeremy Irons,2.0
3069,Gregg Araki,2.0,Joseph Gordon-Levitt,2.0,Brady Corbet,2.0,Michelle Trachtenberg,1.0
